Text,Depressed
Over a year ago I had a female friend  She turned out to be kind of crazy so I decided to stop talking to her   When she would call me I wouldnt answer the phone  This made my     suspicious  She would ask me why I wouldnt ever answer that phone number  I told my   that I dont want to be friends with that other woman  but I dont think she believes me  How can I get my   to understand,0
"Im 17 and Im sick and tired of going back and forth  Id   to stay at my mothers house  This problem has   affected me  Ive had  attacks and suicidal thoughts and self-harm in the past  

Currently Im going through  and my thearapist is not available  How do I handle this",0
I am going through a divorce  He is extremely angry  He refuses to physically assist me with our teenager daughter  I have no extended family support  Often times  I feel overwhelmed  tired  and joyless  I feel out of control   andon a daily basis  I am   going through the mots of life every day  I am in my mid-50s  I have almost 29 years on my job  How can I handle this,1
My mother has Alzheimers and I can see that she has lost some of her intellectual abilities   Even though I know this disease is not her fault  Im still finding it difficult to separate my own feelings of disappointment and frustrat when my mom seems to ignore my opins and wishes  and seems,0
I dont know how to tell someone how I feel about them  How can I get better at expressing how I feel,0
From the moment I wake up  I hear what I think is my voice in my head  Even now  I hear it saying every word Im thinking  When I lay down to sleep  I think of weird and crazy things  and the voice will never stop talking  I dont know if its me thinking  It never stops  Ill lay in my  for hours   thinking about weird stuff  I should ment that I talk to myself a lot  mostly in my head  but out loud as well ,0
"I know that I need to get past my feelings for this person I fell in love with  but ts so difficult to move on because he showed me feelings Ive never felt before  

I feel   I dont  want to be without my genuine love for him  but logically  I know I need to be without him  I cant discuss this with anybody in my life because the condits surrounding our love are considered  wrong by a lot of people 

How can I get myself to   move on",0
Its the way my mom said I was worth nothing  stupid  no point of being in school  Im lazy little fat ,0
Im a girl  and I cant tell whether Im biual or gay  I   girls a little more than boys  but I dont   know ,0
Work has been so busy  I find it hard to keep up and manage I cannot wait until my vacat in December - I need the time off  ly 1,0
An organizat admitted to implanting thoughts in my head with technologies  The study was to implant a fantasy other people are having  but to me  its a nightmare  I lost my kids  my job  and all that  I was an unwilling participant  I no longer trust a therapist   Im too afraid to go under hypnosis or anything ,0
"My dad doesnt   the fact that Im a boy  He yells at me daily because of it and he tells me Im extreme and over dramatic 

I get so because of my dads yelling  He keeps asking me why I cant   be happy the way I am and yells at me on a daily basis  Is this considered emotal abuse",0
Im in my late 50s  I never loved or have been loved  I need deeper help than is offered in my small town  but I cannot leave this town because of agoraphobia  I find myself losing hope more and more  My brain barely works anymore  and my memory so small  I forget in a moment  I serve no purpose  Im incapable of work or anything of value  and I never have been  Im a complete waste of time and resources  and yet I keep trying  Why Why does God insist that I continue to exist Im not suicidal    tired ,1
"Ive hit my head on walls and floors ever since I was young   I sometimes still do it but I dont exactly know why  

I have  and I had a rough childhood but now Ill start to hit my head and sometimes not realize it but I dont know how to stop or even why Im doing it  

How can I help myself to change my behavior",0
What do I do if I have been feeling   I could never be with anyone because no one would want me  Or I couldnt have many friends because of who I am  Its strange I want to be loved but Id hate to be because I always lose ,0
I no longer carry expresss on my face  and my emots are decreasing the more I have fights with my fiancee ,1
I have a fear of something and I want to face that fear to overcome it  but I dont know how  What can I do,0
In the last ten months  Ive been kicked out  moved around three times  worked many jobs  stopped school to make money  had dad and mom get sick  was cheated on while pregnant  lost my baby  had relatship issues  and was betrayed  I cant get a job  I have no friends  I feel lonely and isolated  Ive been dealing with all this by myself ,1
Any time my family and friends are in an altercat  Im the one who steps in  Im the one they call to fight for them  I do this even though I have a tough time trusting the people Im fighting for  Im only in my early 20s ,0
"My   and I have been   for almost 2 years  Ive been    lately and for the past few months Ive realized Im   way too dependent on him    It makes me   upset to be so dependent on someone else  but I cant help it  I dont even know who I am without him 

How can I be less dependent on my him",0
  wondering if this is a deviant act  and if I should be concerned for him  He isnt quite 0 ,0
I have been  with ADHD and experienced manic  episodes   I have problems with anger management   Apparently  I also have an ODD  bipolar and split personality   How can I be truly happy,1
Sometimes I cant stop thinking about life after death  I was raised in a relig that teaches that we will live on forever either in hell or in heaven   When I think of living forever (even if it is in heaven which should be good)  I feel overwhelmed  I dont   the thought of living forever and ever and ever  Sometimes I   cant get the thought out of my mind and the thoughts lead to panic and    Am I crazy I dont think these thoughts are normal ,0
I am not sure if I am   I dont know how to bring it up to my parents  and that makes me miserable ,1
I am a teenager  I have been experiencing major episodes of  (if thats even what it is) for several years  Its always getting worse  I have been having panic attacks  feeling   I cant control my fears  and I cant even bring myself to care if I live or die anymore  The problem is that I dont know who to ask for help  When I try to talk to my parents  I freeze completely and cant do anything but make a  because never once in my life have we talked about our feelings ,1
"I tried telling my husband I was   and he ignored me  He said youre always  or   And he picked up his phone and ignored me  I said  Please dont exaggerate  that isnt true  And he said  Whatever babe  You   want to be  
   How can I get through to him so he will take me seriously",1
Im socially awkward  Ive always want to be popular  Ive had the opportunity to be popular  but every time I get i t Im too   All I have to do is talk the popular people  Theyre   nice to me  but Im too  of change  I   want to work up the courage to lose my fear ,0
At a friends house  we had some s and watched some televis  He got up and went to   I felt sick  He came out to see if I was okay  and I said no  I said I wanted to go home  and he told me to come lay down  As I laid down on the   he started touching me  A friend called me  then I able to leave ,0
I have been falling into a deep  where I can no funct during the day and night  The only time I am at peace is when Im asleep  If I am with friends  family  at work  and mainly alone  I cannot think straight  I no longer feel   myself ,0
Im in my early 20s  My exs parents are friends with them and have told them   things about me  I left my ex due to an abusive situat  and they are making me look   I was the   one ,0
He is always telling me our fights are only and all my fault  he bashes me to our young child  and he is addicted to a few substances ,0
Ever since my ex-  and I broke up  I cant seem to get close to anyone else  I know Im completely over him  but I   cant break down my walls and let someone new into my life ,0
My     quit and she became   She told me that she wants to move  What can I do to help her  I want her to stay ,1
I have three children  The oldest is nine and not my biological child  The middle child is three and the youngest is one  I have a great relatship with the oldest two children but I havent developed the same level of attatchment to the youngest child  I rarely want her around and look forward to her nap times  Is this normal,0
She constantly tells me what I am doing wrong  For once  I want her to be proud of me  Its   no matter what I do  she does not have one nice word to say to me  She is always hateful towards me and always has been ,0
I am a heteroual male in my late 20s  I find myself wearing pantyhose  heels  skirts and other womens clothing in private  I am torn on how to feel about it  I enjoy it very much  I have had a pantyhose/stocking fascinat and other kinky fetish interests since I was young  I have no history of ual abuse growing up  I am currently single ,0
I have friends  family  I live in a good home  I go to a nice high school  and I get pretty good grades  but I dont know why Im so unhappy  These friends are my best friends and theyre all amazing people  and yet Im  all the time and feel alone ,1
I panicked over a minor parking lot mistake  It was totally my fault  but due to another insurance issue  I left a note with an illegible phone number  Guilty over this  I got an envelope containing several hundred dollars  Unfortunately  by the time I returned  the other driver had seen my ersatz note and drove away  Since I cannot make this up to that individual  how do I atone for my cowardly act I have been trying to do random acts of kindness in hopes that karma will somehow even out ,0
My wife and I have a great relatship except for our  lives  We are pretty transparent and honest  and basically  she     because she never wants to have   She doesnt have the desire  Shes also never orgasmed  She     a terrible wife and fears Ill cheat on her  She doesnt know why  Last time we had   she cried and felt   and didnt know why she cried  However  she also told me that the last time we had   she felt me in her  but it   felt ehh and wanted to stop  That makes me feel   awful  We rarely have foreplay  Everything I try tickles her  so she makes me stop  We are both frustrated but very much in love  She and I are in our early 20s  Were married and we have a baby on the way ,0
Im always told Im not good enough or trying hard enough  I put 00% in to every thing  Im worn out  Ive worked on all of my family relatships  Im doing great in school  Im kind to those in need and otherwise  I stick to my religious beliefs and leave room for mistakes and learn from others so I dont have to make as many and the ones I do I learn from   Somehow its still not good enough and nothing I do works  Nothing has changed  and I feel hopeless  Any suggests or ideas,0
I have been seeing this guy for a little over a year  Back in August  he asked for us to step back for now  Since then  he has still been in contact with me every day  We spent some time together over the holidays  but then I was gone for New Years with family  I came to find out that he put himself on a   site  When I found out  I asked him about it  and he responded with this  “My apologies if I got my signals crossed  or if I wasnt honest with you  You have helped me tons this past year and I am glad you are in my life  I didnt realize you were still interested in    Again  my apologies ” Also  is it better to say that I want him in my life or that I want him as part of my life,0
I sleep a lot  Music changes my mood  I cry every Wednesday  My mind is   a maze that even I get lost in  I dont usually feel my true emots  but instead  I get fake mirrored ones ,1
Imoften  and my mind goes a mill miles a minute  Every once in a while  things are okay for a few days  After a bit  I start noticing that I am picking at my skin profusely  After roughly a week  the  is back and still picking  Sometimes I find myself causing fights to have change ,1
My   called me a particular profanity and I broke up with him  This is the third time hes called me this and Im   completely done with giving him chances  He knows how much it bothers me  I   want to know if Im over reacting ,0
I found the guy Im   on   websites  He was telling women that they were beautiful  He said it wasnt him and that the phone was hacked  It has since happened two other times  He says he loves me and Im the only girl he wants to be with  but I feel he is not telling me the truth ,0
Ive only been married three months  Every week  we argue about something  and it seems to be getting worse ,0
My dad is doing some       and Im not allowed to see him anymore because of what he can do to me or my siblings on this   It has affected me tremendously in my life  Its even caused me anger and stress ,0
I am an internatal student  and it is my first semester in graduate school in the United States  I faced a cultural shock  and I was sowhen I arrived here  My counselor in the university was my savior  He helped me a great deal  Now I am going back to my country for a vacat  I was thinking to get him something special with my countrys name on it  and I remembered that he  s wine  My country is known for that  Is it appropriate to give him wine as a gift after Christmas,0
"I feel   I was born in the wrong body I feel   I should be a girl not a boy
 Ever since I was young  I have wanted to be a girl  I felt   what I was wasnt me  I want to know what I can do about it  My family is against transgender people and dont want anything to do with them  I want to be “me ” I feel as if Ill be happy then  I dont look in mirrors  and I dont   my reflect  Recently  I have been taking things to help even though they were not prescri  I know I should have this handled by a professal ",0
I was violently raped by another women who was my friend of 13 years  Im having   flashbacks  Im  to sleep because I see it in my dreams  I dont leave the house because I have panic attacks ,0
I have three siblings  My mom loves them and not me  Shes always yelling at me  but when it comes to my siblings  she talks to them  Im always crying in my room ,0
Whether its to a guy or girl  I always feel insecure talking  and I am afraid of embarrassing myself and not being good enough  Even when I am walking  I worry about my appearance and facial express and such ,0
I have a severe back problem  Ive had 3 major and several minor operats  but Im still in constant pain  How can I deal with the  from this chronic pain,1
Everyone around me is much smarter and flaunts it  Everyone around me is skinny  and here I am trying to throw up so Im not fat  Everything I do is wrong  and I cant seem to do anything right  No one else at school seems to feel the way I do  Is this normal teenage girls feelings I dont think these feelings are normal ,0
He said he would try and he never did  Its been nine months  and this is making me worse  Today  he said I have to respect whatever decis he makes  Is that true Am I supposed to respect the decis to leave because he cant handle what Im going through and leaves me here crying and worried every night Hes constantly changing his mind on if he wants to work it out ,0
My mom made a lot of mistakes a couple years back  and I cant seem to forgive her  I want to say that its okay  but I cant  I feel   even if I did forgive her  I wouldnt be able to say it to her face ,0
I am pretty sure I have  and   I also have voices in my head  I have problems sleeping too  Ive already been  with attent-deficit disorder and obsessive-compulsive disorder  I have self-harmed in the last and used to be suicidal  How do I tell them this and ask for therapy,1
My husband cheated on me and it   me very    It was a time when my health was poor  Im have a hard time moving on ,0
I am becoming a Water Safety Instructor but I didnt have enough for a proper swimsuit  I was told by a boy in class that my top was displaying everything  I was very embarrassed ,0
Im in a relatship  but I feel   Im always putting more into it and not getting reciprocated  My ex told me that I will never find anyone else  and thats lingering in the back of my mind ,0
What makes my step child  an 8 year old boy  choke my daughter  a 6 year old girl This has been going on for 4 years  The boy tells my daughter not to tell on him  He knows its wrong we have did time out  spanking  taking away toys  and sitting on the wall  I am afraid for my daughters safety ,0
This is preventing me from getting a job  I have   relatship with my bipolar mother  I am living with her but it stresses me out so much to be around her that I have locked myself in my room  I have no friends or other family to help me  I have no money for therapy  but I think I need therapy before I can secure a job ,0
My motivat has gone away  Its hard to get out of   I   dont know what to do anymore  Im miserable  My  and  have taken over my life ,1
"She has trouble falling and staying asleep and shes always either extremely hungry or not hungry at all  She also gets angry and     crying   easily for no reason  She says she is always kind of down 
   Is this  What can I do to help her",1
"I have so many issues to address  I have a history of ual abuse  Im a breast cancer survivor and I am a lifetime insomniac     I have a long history of  and Im beginning to have   I have low self esteem but Ive been happily married for almost 35 years 
   Ive never had counseling about any of this  Do I have too many issues to address in counseling",1
No    a few days ago I decided to stop giving a   I mean literally  I   block everything  Its worn out its welcome  I stopped caring about what people think  what I want myself to be    why free will is bull  why there is probably no god  why my life didnt pan out perfectly the way I envised  why everything is a scam and so on and so forth  I dont care what might happen or what   things may occur to me  I dont care anymore  I dont carry the weight of the world anymore  I dont bother myself with anything    I   live  I cant tell you how much lighter I feel  Im gonna trip soon with this mindset and I expect good  ,1
Im feeling different towards my husband  I feel I am growing from the relatship  I have been with my husband for six years and married for almost five  I   dont feel that connect anymore  I feel nothing  I dont know why or if Im   being irratal ,0
"Ive never been able to talk with my parents  My parents are in their sixties while I am a teenager  I love both of them but not their personalities  I feel that they do not take me seriously whenever I talk about a serious event in my life  If my dad doesnt believe me  then my mom goes along with my dad and acts   she doesnt believe me either  Im a panual  but I cant trust my own parents 
Ive fought  and won however  stress and  are killing me  I feel that my friends dont listen to me  I know they have their own problems  which I do my best to help with  But they dont always try to help me with mine  when I   need them  I feel as if my childhood has been taken from me  I feel as if I have no one whom I can trust ",1
When I ask him who he is talking to  he tells me no one  But  it sounds   he is holding a conversat with someone  I have even accused him of having a secret cell phone  I ask so much  I feel   I am losing it   Is he trying to make me quest my sanity  or is he talking to himself,0
I thought I was the only one  I think its pretty toxic actually  if you arent happy  then shut up and force yourself to be  I hate it and I hate pretending Im okay    so I can appease other people ,1
"There is    no communicat at all between us   She sleeps constantly all day (not at night)   She acts angry and unfocused and stays in her very messy room all the time  The only time she comes out is to eat  

She has aches and fatigue  weight gain  hair loss and skin problems  She does not look after her health 

I dont know how to communicate with her   She is not open to any suggests  How do I get through to her",0
I havent uttered one word to my   in days  Now Im over it and dont know how to approach the situat,0
Were in an eight year relatship  My   s a lot  He experienced childhood trauma  I dont know how to deal with violent outbursts ,0
I keep feeling paralyzed and unsure during interviews  Previous jobs have fired me for lack of performance  and five employers have rejected me after extensive personality tests and interviews  Im afraid of continuing because my  is getting worse  Im already humiliated working for temp agencies and doubt my self-worth as a provider for my family ,0
"Im always told Im not good enough or trying hard enough  I put 100% in to every thing  Im worn out  Ive worked on all of my family relatships  Im doing great in school  Im kind to those in need and otherwise  I stick to my religious beliefs and leave room for mistakes and learn from others so I dont have to make as many and the ones I do I learn from  
Somehow its still not good enough and nothing I do works  Nothing has changed  and I feel hopeless  Any suggests or ideas",0
Arriving to work  feeling calm  however  felt  about the amount of work needing to be accomplished for the day I felt I could get it all done and feel I had accomplished my goal for the day 1,0
I got a lot accomplished at work that I didnt think Id get done At the end of the day I felt very proud of myself even after feeling  earlier in the day due to all the people stopping by my office to talk 1,0
On the first day of school I wore a bra that was too big so that it would look   I had bigger boobs  I did that the whole school year and my parents never found out  But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest     How do I fix this,0
I was never   this  Recently this year (my first year of high school)  I started getting emotal for no reason ,0
Im trying to make marriage work after a split  Before our split  he lied a lot and broke every promise to me  I dont think he cheated  Last month  I asked what women work with him  so he told me  Yesterday  I found out about a girl that he said he forgot about  Should I be upset,0
How do I make myself happy without the people who made me happy Now that theyre gone  I feel   Its been two months now but I seem to be unable to stay okay and independent ,1
"I think adult life is making him  and we often sleep in on weekends untill  or 2 pm  We   eat     watch movies  and hell go on his phone all day  He doesnt seem motivated to do much and hes often angry 
    I have no clue how to help him take his mind off the negative  or to distract him into a different light  How do I help him",1
My wife not only has  but she is also dealing with a lot of changes at her job  and we dont know where well be living in the future  or the status of either of our jobs 1,0
"Im going through some things with my feelings and myself  I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here 
   Ive never tried or contemplated   Ive always wanted to fix my issues  but I never get around to it 
   How can I change my feeling of being worthless to everyone",1
I have terrible  and   Ive tried various therapists and pills  but nothings helped ,1
"I   took a job that requires me to travel far away from home  My family and I   need this job 

People keep telling me I have  and Im terrified of having an  attack on the road  This is all new to me  What can I do",0
I was having a ual relatship with a coworker  He decided he was going to get a hotel room for the weekend  Before I got paid  I told him I would have $25 00  which I thought I would  But when I saw my paycheck  I could not pay the $25 00  He says I lied to him about it  He wants me to reimburse him $25 00 for the hotel room he decided to get  He stayed at the hotel  and I left  I dont think its right that he want me to reimburse him $25 00 for a hotel room he wanted to get in the first place  He is out of town right now and texted me yesterday telling me I am a liar and that I should never said I was going to have $25 00 when I knew I wasnt  I told him I had to pay rent and my rent was late  He texted me saying I need to get two or three jobs ,0
My doctor seems to think I am in danger of having one  I neglected to ask how this was different than an episode  I have been formally  with bipolar type 1 ,0
All my friends have either hooked up or had a   but me  I try to be happy for them  but I get   upset every time they hook up ,0
No  you certainly dont need to cry to be It is different how one both experiences and expresses   Some feel empty/disconnected  others feel very  and want to cry  while others may feel other emots such as irritability  frustrat or anger  It is not unusual to have a shorter fuse so that you  for example  cry or get irritated more quickly than before  As I said  it is also common to have problems expressing emots and rather to feel empty or flat  ,1
Im facing severe  and  and I   feel   Im going through a lot  This   distracts me and I cant get my mind off the things that are bothering me     How do I overcome this anxierty and ,1
Im in my early 20s  Ive worked since two months after I turned 18  I have “plans ” I could become an electrician  or I could operate heavy machinery  I have goals  but I do nothing to try to meet them because I dont feel I can  I   want a better life for my fiancee and the kids than I did ,1
I was in a situat with a guy  Hes my brothers friend and kind of   a brother to me  He invited me over to hang out  and then came on to me  I was instantly terrified to say no  and I gave in  I dont know whats wrong with me  I cant figure out why Im afraid to say no  This is giving me a lot of guilt and  ,1
I have a lot on my mind  but all I want to do is stay locked in my room and not socialize with anyone  Why do I feel so alone,0
"Ive worked with this guy for about three years now  and I knew the first time I saw him that I was attracted  Over time  he became a very dear friend  and we talked about our relatship problems  family  dreams  and so on  There was always flirtat with us  and one day pretty recently  it progressed to making out  We agreed to keep it quiet  and we did  but in the back of my mind  I hoped it would become something more  It didnt  and three months later  Im still not over it 
   Im trying so hard to maintain the friendship because thats what he wants  Were no longer in the same office  which I thought would help me get over these feelings  but we still talk about work  and hes constantly touching me  so Im still very drawn to him  Hes a hugger and such a sweet guy  so I find myself fantasizing all the time about what could have been and what could still be  but hes clearly not interested  Hes younger than me and prefers model types  but I see him checking me out a lot  which gives me hope  How do I get him out of my system and still maintain the friendship",0
At school  it     Ive lost all my friends  and Ive been   weird with my sleeping patterns  I used to cut myself  and I   want to again  but I change in the locker rooms because I dont want anybody to see  I get ticked off easy and overreact  At night  Im very  and listen to  music and all that sort of stuff  Please help me  I   want to be happy again  and I feel   Im starting to fake a smile at school ,1
Work was very frustrating and a lot is being dumped on me due to so many people leaving  I had a meeting with my supervisor and another supervisor and coworker to try to distribute the work  but all-in-all nothing happened 1,0
"I crossdress and   to be feminine but I am attracted to women  but yet that seems to bother girls I   or ask out  

How can I approach them about it should I hold back and keep it a secret  or should I   be up-front about it   I wonder if i should stop or if I should continue to do it since it makes me happy   What should I do",0
We have been together over a year  We spend time together every day no matter how busy  He started to be unusually fatigued and losing weight  He also began to be distant and ually selfish  We had a argument  and he confided he has late stage stomach cancer  He wont treat it ,0
After a domestic abuse situat  I went to a therapist  and then my husband went  The therapist discussed her assessment of borderline personality disorder with me  She then told my abuser the results of my tests ,0
I decided to stay and work it out  I   dont want to sit on the couch  Other than that  I have been getting over the situat  I dont feel it is fair that she expects me to sit on that couch and wont leave me alone about it  I can move on and continue to love  laugh  and play with my wife  I   dont want to sit on that couch ,0
I am a young adult  and I was ually assaulted by an older man when I was a teenager (which has   intensified the guilt/shame)  However  Ive been attracted to much older men since I was even younger than that ,0
Keeping up communicat is rough sometimes  A day of not replying to a message can become a week when you dont know how to explain that you   couldnt be around people that day  which can become a month when it always seems impossible to reach out and explain where youve been ,1
I have been  with posttraumatic stress disorder due to my military experiences  Not a year ago  I had a car accident  Could this experience add more problems,0
Anyone feel   theyve totally lost their sense of identity post pandemic I miss the old me so much    a vent post ,1
She cried because she lost all trust in me  Now I feel disgusting and   my heart   got stab  what do I do,0
She was raised by her abusive father and his wife  30 years ago I shot and killed my rapist and was convicted in Louisiana  I lost custody of my daughter and served 5 years  When I was released  she was 5 and didnt remember me  Many many  memories came from my having to leave her visit after visit  having to leave her in Texas to travel back to Louisiana  She doesnt remember that  I do  Over the years  I thought we had developed a close mother daughter relatship  She gave me good reason to doubt that on several occass but especially last year  I have been cruel to her verbally and to my son who I met years after giving him up for adopt  Last night  I was angry at the world and afraid of God  I drank and cussed out a maintenance worker for not doing his job 4 months running  Now Im not only feeling guilty for that but afraid of being evicted now  Help ,0
My coworkers are making false statements about me to the boss  saying I have mood swings  They have no proof to back it up  Can my employer make me see a therapist of their choice,0
Im obsessing about a terrible breakup  Everything is a constant reminder   How do I move on,0
Shes a teenager  and for the last two years  shes lived with her older brother  Shes angry because she wants to come live with me  but my current living situat is not the best for her  She refuses to see any reason  Shes being disrespecul  Her ual curiosity is waking up ,0
I am on the track and softball team  My school is small  so I play all four sports it offers  I feel obligated to do track because Im not a horrible runner  and my dad wants me to  The catch is is that the days before a track meet and the morning of  I get sick and cry ,0
I broke up with him three weeks ago because I felt that he needed to be more respecul  He has since had a rebound relatship  He says he loves and misses me but refuses to see me  He says its going to be too difficult to see me  Every time we talk  it     Im being pushy to see him  He used to be so madly in love with me  but now  it seems   he couldnt care less  I think Im running him away ,0
My older brother (in his 60s) started   a lady with Aspergers  She is hyper-ual and flirty  She does not understand boundaries  Theyve been   for a few months  and shes talking marriage  Another sibling and his wife have met her  and they have said she is never invited back  My brother always picks similar ladies  Do we speak honestly and risk losing a relatship,0
About 3 years ago or so I was skinny  but I was still ugly  I   do want to change that but Ive tried 3 times  Now can I try but dont stop  At school I get bullied about my weight and my ugliness and I have been bullied my whole life that I believe them  How can I stop thinking about them and dont let it get in my head My parents said I dont weight that much but  they do think I am fat but  they tell me I am not  I told my parents that I need to go to a therapist  but they think I am fine and I think they dont want to deal with it ,0
I work at a university  I am challenged by my job everyday  I get  thinking about meetings where my written work will be critiqued  (For accreditat)  I feel frustrated that my coworkers dont take me seriously  (Some)  I feel proud because I know Im doing a good job 1,0
No  you certainly dont need to cry to be   It is different how one both experiences and expresses   Some feel empty/disconnected  others feel very  and want to cry  while others may feel other emots such as irritability  frustrat or anger  It is not unusual to have a shorter fuse so that you  for example  cry or get irritated more quickly than before  As I said  it is also common to have problems expressing emots and rather to feel empty or flat  ,1
He is in his late thirties and I am in my mid twenties  We have been together for about 5 months  I     him  He says he cares about me and is willing to fight to make things right  He has been very apologetic and expressed he did it out of fear  I dont know if its worth giving him a second chance ,0
I stress over everything  If I dont have enough quality time with my    I start to feel resentment towards him  He has three children  and they are great kids  but I find we dont have much time together  I break down easily and find myself  ,1
Im in a relatship with my childs father  Im a   jealous person  We dont go out or do anything with other people because of me  To keep our relatship going  I know I have to stop being jealous  but I cant  How can I get over these issues,0
My wife works late most days  so Im lonely  I love my wife with all my heart  however I dont feel the intimacy we used to have  We dont have  anymore  which bothers me tremendously  I have become close friends with a coworker  which I know is not helping  Nothing will happen with that  but theres the thought ,0
  being  with any other disease  you need to pursue treatment and it does take effort  A diabetic learns how to control their diabetes but it is effort but eventually you figure out what you need to keep your body well  A person with  must approach each day planning on how to best control the situtat and their  ,1
I   dont know what I want in life anymore  Im cant figure out what it is that is keeping me distracted and unfocused  I cant put things into perspective at all  Im   stuck  and Im disappointed with my lack of accomplishments ,1
In middle school and high school  my friends and family thought I was gay  I tried telling them  but they wouldnt believe me  It almost     they wanted me to be  Now Im actually starting to believe them  I know I wasnt back then  and now Im not sure anymore ,0
I was  for about eight years now  I thought that was   what life was   for that time  I could live with it ,1
Ive been experiencing a lot of  and panic attacks lately  I was recently  by my psychiatrist with obsessive-compulsive disorder  Lately  Ive been questing everything from my career to my relatship  My   and I   moved in a few months ago  All of a sudden  I dont feel as comfortable around him as I used to  although I cant seem to find a reason as to why I feel this way ,0
Ive been feeling worthless  unaccomplished  and so frustrated  I want to break things  hit myself  run away  kick  scream  and cry  I   want to be happy and outgoing again  I want to be able to take care of my daughter and live comfortably ,1
We picked out or artificial Christmas tree online yesterday It is one of the ones we   wanted last year but  could not afford at that time It is one of the ones with an app so that you can set the individual lights to whatever color you want Because we ordered it online I am  for its arrival I can remember Christmass past and picture how this tree will be bright and beautiful for years to come 1,0
Dinner time is usually at 6pm and there was nothing available to make a complete meal It made me feel  trying to find something for everyone when there was nothing as far as meat to cook because the meat was frozen Everyone wound up having individual meals   sandwiches or noodles to find something to cook for everyone in a short time Another family member said they were going to make the dinner but by time 6pm was coming closer I did not 1,0
"I am married to a beautiful lady  I love my wife with all my heart  We have 3 boys and I have a daughter from a previous marriage  We also have 3 grandchildren 
Now this event is tearing us apart  I want our family to be together and happy  It was a mistake from so long ago  My wife wants to leave and I dont want that to happen I love her so much  Please help me save my marriage  Even my 3 boys want us to work it out  They love us both and want our family together  Please give me some advice or hope  Sincerely heart broken ",0
They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia ,0
What do you do when a therapist and a parent  a child and makes up lies in order to stop the other parents custody visitat,0
I believe my partner has a masturbat and porn problem  He masturbates daily  even when I am lying in  sleeping beside him  We have  once a week  He is rough and worries about his needs  He never touches me  and treats me   a porn star  wanting to finish on my face or chest ,0
"I keep having these random thoughts that I dont want   Things   you arent worth anything   I know theyre my own thoughts but it     someone else is saying it 

What is wrong with me  and how can I stop having these thoughts",0
I was kidnapped at fourteen and raped at gunpoint  The guy got six months  When the same thing happened with two friends at nineteen  I didnt even report it ,0
I feel   Im ugly  stupid  useless  and that I cant make anyone happy ,0
She mostly targets me on social media  The bullying used to be much worse  but it is still going on  The comments are so vague  but I know that they are meant for me  Even when I confront her  she messages me short phrases to try to get in my head  If I try to fight back  she will ruin me ,0
Its not entirely true to say I enjoy being   but I always find a way to feel that way  I listen to  music  read tragic stories  and  in a twisted way    how   it makes me feel  I focus on negative aspects of my life even if they arent legitimate or I   make it seem negative ,1
I had a railcar loading improvement project meeting  Several people wanted to change the scope of the project  which would be difficult at this stage of the project 1,0
Im in my early 20s  Ive worked since two months after I turned 8  I have “plans ” I could become an electrician  or I could operate heavy machinery  I have goals  but I do nothing to try to meet them because I dont feel I can  I   want a better life for my fiancee and the kids than I did ,1
I have dog obsess disorder and I am having problems with my   because I am placing more importance to my two dogs over her  How do I get over this problem and prioritize my   over my two dogs,0
I keep getting into relatships with men that are in   situats  I take them on and help them and do all I can and the relatship still fails  How do I learn to not get in relatships with men in   situats I see someone in need of help  I jump in  And it is getting me nowhere  I am alone  and frustrated ,0
I dont speak up if Im uncomfortable and hardly ever make plans for us when we hang out  He is a very open and straighorward person  so he is getting upset with me for my lack of proper communicat  Weve been together two years and have identified this as our main problem  Arguments have arised from this single issue many times ,0
I feel so irritated and frustrated because of it  I get so angry to the point that I feel   Im going to explode  I feel pathetic  stupid  and worthless  I   cant take this anymore ,0
Ive gone to a couple therapy sesss so far and still everytime I walk in I get nervous and shaky   Is this normal Should I still be feeling   this,0
If I tell him I dont   certain things  he does when it pertains to me  He tells me its not   that  He never has anything to say about me until I tell him something about himself ,0
Im  that I am with this man so I wont be alone  He should be with somebody who deserves him if this is the case  and I dont want to   him ,0
I dont know how else to explain it  All I can say is that I feel empty  I feel nothing  How do I stop feeling this way,1
My mother-in-law is mentally ill  She has been for most of her life  She cuts herself  She has been in and out of psychiatric hospitals for about 40 years  She has voices in her head that tell her to cut herself  She has had multiple shock therapy treatments  and shes on enough medicat to take down an elephant  Her parental rights for her two children were taken away from her when my husband was a boy—he is now in his late 30s  She doesnt even have custody of herself  She hasnt asked yet  but she has been insinuating that she wants to babysit my child  How do I go about saying no without creating an issue,0
I need to get on base to see my doctor  My ID card was in my wallet which was stolen  Im unable to reach my husband at this time  He is only one who can take me on base in order to get a new ID so I can continue to see doctor  Is there anything I can do,0
My partner seems to always getover the fact that his kids have to see and go through the divorce process  Its especially when the mother of his kids keeps making him feel   and using the kids as an excuse to get back at him  I feel     telling him to go back with his family and forget about me ,0
I have known I was always different  This year  in December  I found out that I never felt female  I did research and have identified myself as male but dont know how to tell my dad ,0
My father is in the hospital and was  with leukemia  I have been dealing with that all day  My husband keeps getting mad at me for things that I said ,0
